Date,High,Low,Open,Close
2014-08-06 23:59:59,0.0034024699125438,0.00226571992971,0.0023730800021439,0.0026570300105959
2014-08-07 23:59:59,0.0030419500544667,0.0024549700319767,0.0026861000806093,0.0025007000658661
2014-08-08 23:59:59,0.0032433199230581,0.0024929100181907,0.0024929998908191,0.0028810000512748
2014-08-09 23:59:59,0.0037104899529367,0.0028728800825774,0.002883719978854,0.0034807899501174
2014-08-10 23:59:59,0.0076201697811484,0.0033631199039518,0.0034968398977071,0.0043025100603699
2014-08-11 23:59:59,0.0050654099322855,0.003591249929741,0.0045658098533749,0.003591249929741
2014-08-12 23:59:59,0.0036791099701076,0.0025028900709003,0.003591570071876,0.0026588200125843
2014-08-13 23:59:59,0.0032151499763131,0.0025696500670164,0.0026185701135545,0.0027727200649678
2014-08-14 23:59:59,0.002850370015949,0.002481719944626,0.0027633500285446,0.0025401699822396
2014-08-15 23:59:59,0.0026095500215888,0.0023569299373775,0.002566090086475,0.002403340069577
2014-08-16 23:59:59,0.0025317599065601,0.0022311599459499,0.0024009400513023,0.0025252199266105
2014-08-17 23:59:59,0.0025450598914176,0.0022986000403761,0.002507499884814,0.0023367300163954
2014-08-18 23:59:59,0.0023676499258726,0.0019278499530628,0.0023363400250673,0.0020246100611984
2014-08-19 23:59:59,0.0022237699013203,0.0019975600298494,0.0020275400020182,0.0022237699013203
2014-08-20 23:59:59,0.002521330025047,0.0022205999121069,0.0022230099420994,0.0024955898988991
2014-08-21 23:59:59,0.0026243200991302,0.0023287700023502,0.0024882201105356,0.0023901399690657
2014-08-22 23:59:59,0.0024080199655145,0.0022719800472259,0.0023923700209707,0.0023549499455839
2014-08-23 23:59:59,0.0023875599727034,0.0022222499828785,0.0023584500886499,0.0022372601088136
2014-08-24 23:59:59,0.0022929899860173,0.0022014700807631,0.0022366000339388,0.002232169965282
2014-08-25 23:59:59,0.0022423400077968,0.0021748200524598,0.002235870109871,0.0022208499722182
2014-08-26 23:59:59,0.0023384399246424,0.0022210499737411,0.0022210499737411,0.0023145200684666
2014-08-27 23:59:59,0.0023280701134353,0.0022684000432491,0.0022807400673627,0.0022729900665581
2014-08-28 23:59:59,0.0023158499971032,0.0021091399248689,0.0022700899280607,0.0021804498974233
2014-08-29 23:59:59,0.002257120097056,0.0021635401062667,0.0021843700669705,0.0022105500102043
2014-08-30 23:59:59,0.0022398401051759,0.0021859100088477,0.0022183400578796,0.0021953599061816
2014-08-31 23:59:59,0.0022148101124912,0.0020479299128055,0.0021895999088883,0.0020605800673365
2014-09-01 23:59:59,0.0020977701060473,0.0019988899584859,0.0020605700556188,0.0020098800305277
2014-09-02 23:59:59,0.0020335200242698,0.0019843999762088,0.0020075300708413,0.0019993800669908
2014-09-03 23:59:59,0.002100609941408,0.0019939299672842,0.0019983400125056,0.0020590499043464
2014-09-04 23:59:59,0.0021772598847746,0.002040569903329,0.0020594298839569,0.0021301300730556
2014-09-05 23:59:59,0.0021337301004678,0.0020698299631476,0.0021301500964909,0.0020818898919969
2014-09-06 23:59:59,0.0021068600472062,0.0020582799334079,0.0020818898919969,0.0020814801100641
2014-09-07 23:59:59,0.00211385008879,0.002023909939453,0.00206014001742,0.002044040011242
2014-09-08 23:59:59,0.0023130299523472,0.0020261900499463,0.002042070031166,0.0022574900649487
2014-09-09 23:59:59,0.0022718999534845,0.0020689400844275,0.0022652300540357,0.0021779499948024
2014-09-10 23:59:59,0.002314540091902,0.0021788300946354,0.0021788300946354,0.0022783600725233
2014-09-11 23:59:59,0.0026189400814473,0.0022269799374043,0.0022436201106756,0.0025013000704348
2014-09-12 23:59:59,0.0031501399353146,0.0024954099208116,0.0025004500057548,0.0029682500753551
2014-09-13 23:59:59,0.0031981100328266,0.0029452398885041,0.0030321900267153,0.0030938000418245
2014-09-14 23:59:59,0.0031322899740189,0.0026748899836093,0.0030958000570535,0.0029427299741655
2014-09-15 23:59:59,0.0031066199298948,0.0026924801059067,0.0028741899877786,0.0028964499942958
2014-09-16 23:59:59,0.0030575199052691,0.0028161199297755,0.0030306798871606,0.0029896600171923
2014-09-17 23:59:59,0.0031282301060855,0.0029279699083417,0.0029884499963372,0.0030720001086592
2014-09-18 23:59:59,0.003768420079723,0.0030549298971891,0.0030806800350546,0.0034556600730866
2014-09-19 23:59:59,0.0040263500995934,0.0031600899528712,0.0034604400862008,0.0038720900192856
2014-09-20 23:59:59,0.0043041501194238,0.0033087600022554,0.0039355899207293,0.0036121800076216
2014-09-21 23:59:59,0.0038615800440311,0.0032963899429887,0.0036104801110923,0.0034639800433069
2014-09-22 23:59:59,0.0040806801989674,0.003446829970926,0.0034663900732994,0.0040234001353383
2014-09-23 23:59:59,0.0041023697704076,0.0037540800403803,0.0040067299269139,0.0039647198282182
2014-09-24 23:59:59,0.0040684500709176,0.0034252901095896,0.0039661601185798,0.0038896300829946
2014-09-25 23:59:59,0.0039007801096886,0.0034221799578517,0.003877819981426,0.0034944498911499
2014-09-26 23:59:59,0.0036000700201839,0.0029021699447184,0.0036000700201839,0.0030497999396175
2014-09-27 23:59:59,0.0033419299870729,0.0029047499410808,0.003044239943847,0.0032627000473439
2014-09-28 23:59:59,0.0034604601096361,0.003104839939624,0.0032623799052089,0.0031741498969495
2014-09-29 23:59:59,0.0034265799913555,0.0030741200316697,0.0031696599908173,0.0032124400604516
